name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque1,torque2
Toyota Fortuner 3.0 Diesel,2010,800000,151000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,343,1400
Maruti Swift Dzire VDI,2019,675000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190,2000
Mahindra XUV500 W10 2WD,2015,1000000,24700,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,330,1600
Chevrolet Spark 1.0 LS,2008,65000,100000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5.0,90.3,4200
Maruti Ignis 1.2 Delta BSIV,2019,500000,10000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,113,4200
Maruti SX4 Zxi BSIII,2010,300000,50000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0,1,4000
Maruti 800 AC,2009,125000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,59,2500
Hyundai Grand i10 Asta Option,2017,550000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,114,4000
Maruti Alto LXi,2007,150000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,62,3000
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,891000,80000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,280,1800
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,200,1200
Maruti Baleno RS 1.0 Petrol,2018,750000,15000,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,5.0,150,1700
Hyundai i20 Magna Optional 1.2,2012,380000,27500,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.9,5.0,113.8,4000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,800000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,200,1200
Mahindra Logan Petrol 1.4 GLE,2010,200000,120000,Petrol,Individual,Manual,First Owner,15.7,1390.0,75.0,5.0,1,3000
Maruti Ciaz VDi Option SHVS,2016,700000,70000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,200,1750
Toyota Qualis FS B3,2002,229999,290000,Diesel,Individual,Manual,First Owner,13.1,2446.0,75.0,10.0,151,2400
Honda Accord 2.4 MT,2010,300000,74000,Petrol,Individual,Manual,Second Owner,12.8,2354.0,177.6,5.0,222,4300
Honda Mobilio S i DTEC,2015,670000,120000,Diesel,Individual,Manual,First Owner,24.2,1498.0,98.6,7.0,200,1750
Honda City 2017-2020 GXi,2007,210000,140000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5.0,12,2000
Maruti Ignis 1.2 Delta BSIV,2017,370000,40000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,113,4200
Maruti Baleno Delta Automatic,2019,600000,20000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,115,4000
Maruti Vitara Brezza VDi,2020,810000,15000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,200,1750
Fiat Palio 1.2,2006,80000,35000,Petrol,Individual,Manual,First Owner,0.0,0.0,0.0,,0,0
Tata Tiago 1.2 Revotron XE,2019,346000,16000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,114,3500
Honda City 1.3 EXI,2005,55000,130000,Petrol,Individual,Manual,First Owner,13.0,1343.0,90.0,5.0,11.3k,4700
Tata Safari DICOR 2.2 EX 4x2,2012,250000,118000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.03,7.0,320,1700
Maruti Swift ZXI BSIII,2006,120000,44000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5.0,11,4000
Maruti Ertiga ZDI,2013,600000,50000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,200,1750
Maruti Eeco 5 Seater AC BSIV,2016,330000,60000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,101,3000
Hyundai i20 Sportz Option 1.2,2014,400000,147000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,114.7,4000
Tata Indica V2 DLS TC,2004,100000,40000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,5.0,12,2000
Maruti Swift Dzire VXI,2014,450000,100000,Petrol,Individual,Manual,Third Owner,19.1,1197.0,85.8,5.0,114,4000
Maruti Ertiga SHVS ZDI Plus,2017,800000,55000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,200,1750
Maruti Celerio ZDi,2015,340000,40000,Diesel,Individual,Manual,Second Owner,27.62,793.0,47.0,5.0,125,2000
Maruti Ritz VDi,2010,225000,64000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,113,4500
Maruti Zen LXI,2002,55000,100000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,78,4500
Maruti Ertiga SHVS ZDI Plus,2016,900000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,200,1750
Volvo S60 D4 SUMMUM,2014,2500000,30000,Diesel,Individual,Automatic,First Owner,9.0,1984.0,181.0,5.0,400,1750
Maruti Wagon R VXI Plus,2018,465000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90,3500
Maruti Zen LXI,2004,70000,150000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0,78,4500
Tata Zest Revotron 1.2 XT,2016,400000,24177,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,140,1500
Tata Indigo LX,2012,185000,80000,Diesel,Individual,Manual,First Owner,16.1,1405.0,70.0,5.0,13,2000
Maruti Wagon R LXI,2006,140000,150000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,90,3500
Renault Lodgy 85PS RxE 7 Seater,2015,415000,120000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7.0,200,1900
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,532000,121779,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,290,1800
Maruti Baleno Delta 1.3,2017,600000,56000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,190,2000
Maruti SX4 Vxi BSIII,2008,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1586.0,104.68,5.0,1,4000
Maruti Swift LXI Option,2018,459999,12000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,113,4200
Maruti Vitara Brezza ZDi,2017,800000,15381,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,200,1750
Mahindra Bolero SLX 4WD BSIII,2011,310000,5000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,180 Nm at 1440-1500r,0
Nissan Terrano XV Premium 110 PS,2014,475000,40000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,248,2250
Maruti Wagon R LXI CNG,2016,310000,35000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,5.0,77,3500
Maruti Alto K10 LXI,2018,350000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,90,3500
Mahindra XUV500 W10 AWD,2019,1800000,10000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,330,1600
Maruti Swift AMT ZXI BSIV,2018,640000,25000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,113,4200
Maruti Wagon R AMT VXI,2017,350000,50000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,90,3500
Tata Nexon 1.2 Revotron XE,2018,600000,30000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,170,1750
Hyundai Verna 1.6 CRDi SX,2015,575000,23000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5.0,259.9,1900
Mahindra Thar CRDe ABS,2019,974000,15000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,247,1800
Maruti Wagon R AMT VXI,2018,445000,5000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5.0,90,3500
Maruti Ertiga VDI,2015,580000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,200,1750
Hyundai Creta 1.4 EX Diesel,2020,1050000,20000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,219.7,1500
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,50000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,205,1750
Ford Figo 1.2P Ambiente MT,2017,370000,40000,Petrol,Individual,Manual,Second Owner,18.16,1196.0,86.8,5.0,112,4000
Maruti Zen Estilo 1.1 VXI BSIII,2007,150000,70000,Petrol,Individual,Manual,Third Owner,18.2,1061.0,64.0,5.0,84,3500
Maruti Celerio ZXI Optional,2017,483000,15000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,90,3500
Hyundai Grand i10 Magna,2016,470000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,114,4000
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,200,1750
Hyundai Verna 1.6 VTVT,2013,450000,50000,Petrol,Individual,Manual,Third Owner,17.01,1591.0,121.3,5.0,154.9,4200
Toyota Etios VX,2011,345000,70000,Petrol,Individual,Manual,First Owner,17.6,1496.0,88.7,5.0,132,3000
Maruti Ignis Zeta AMT,2020,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,113,4200
Maruti A-Star Vxi,2009,300000,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,90,3500
Maruti Zen Estilo VXI BSIII,2007,160000,74800,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,90,3500
Maruti 800 AC BSIII,2004,120000,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,59,2500
Maruti Eeco CNG 5 Seater AC BSIV,2012,220000,270000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,85,3000
Hyundai EON 1.0 Era Plus,2018,340000,120000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,94.14,3500
Honda City 2017-2020 EXi,2007,138000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,12,2000
Toyota Qualis FS F7,2000,100000,250000,Diesel,Individual,Manual,Fourth & Above Owner,0.0,0.0,0.0,,0,0
Maruti Swift Dzire VXi,2010,231000,80000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5.0,114,4000
Mahindra XUV500 W8 4WD,2013,800000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,330,1600
Mahindra XUV300 W8,2019,960000,20000,Petrol,Individual,Manual,First Owner,17.0,1197.0,108.6,5.0,200,2000
Maruti Wagon R LXI Minor,2009,120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,84,3500
Maruti Wagon R VXI BS IV,2012,270000,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,90,3500
Maruti Ritz LXI,2011,200000,100000,Petrol,Individual,Manual,Second Owner,21.1,1197.0,85.8,5.0,114,4000
Maruti Swift VXI,2012,328000,123000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,114,4000
Hyundai Verna 1.6 SX CRDi (O),2012,432000,77000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,259.8,1900
Volkswagen Polo 1.0 MPI Trendline BSIV,2019,565000,7000,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5.0,95,3000
Maruti Eeco 5 Seater AC BSIV,2017,390000,70000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,101,3000
Ford Figo 1.5D Titanium MT,2017,600000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,215,1750
Hyundai i20 1.4 CRDi Sportz,2011,250000,120000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5.0,22.4 kgm at 1750-2750r,0
Chevrolet Spark 1.0 LT,2011,165000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,90.3,4200
Honda City 1.5 S MT,2011,421000,105000,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,5.0,146Nm at 4800 r,0
Hyundai Accent Executive,2012,225000,109322,Petrol,Individual,Manual,Second Owner,16.36,1495.0,93.7,5.0,124.6,3500
Nissan Sunny Diesel XV,2013,350000,120000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0,200,2000
Jeep Compass 2.0 Limited,2018,1757000,24000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,350,1750
Maruti Baleno Zeta 1.3,2015,600000,70000,Diesel,Individual,Manual,Second Owner,27.39,1248.0,74.0,5.0,190,2000
Tata Tiago NRG Petrol,2018,515000,35000,Petrol,Individual,Manual,First Owner,24.0,1199.0,83.81,5.0,114,3500
Maruti 800 AC,1999,80000,80000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,59,2500
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,70000,Diesel,Individual,Manual,Second Owner,23.65,1248.0,88.5,5.0,200,1750
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,120000,100000,Diesel,Individual,Manual,Fourth & Above Owner,10.5,2179.0,120.0,7.0,290,1800
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,430,1750
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,202,3600
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,430,1750
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,320,1500
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,400,0
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,213,4500
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,90,3500
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,190,2000
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,110,4800
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,200,1200
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113,4200
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,132,3000
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,113,4200
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400,1750
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,400,1750
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,110,4800
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,153,3800
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,350,1500
Maruti Wagon R Stingray VXI Optional,2017,475000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,90,3500
Maruti Wagon R AMT VXI,2015,400000,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,90,3500
Hyundai Santro Xing XG AT eRLX Euro II,2004,80000,90000,Petrol,Individual,Automatic,Second Owner,0.0,0.0,0.0,,0,0
Fiat Grande Punto 1.3 Dynamic (Diesel),2011,300000,60000,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5.0,197,1750
Mahindra Scorpio M2DI,2011,400000,475000,Diesel,Individual,Manual,Third Owner,13.5,2179.0,115.0,5.0,277.5,1700
Maruti Wagon R LX BSIII,2009,235000,70000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5.0,8,3000
Maruti Wagon R VXI BS IV,2015,350000,40000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,90,3500
Maruti Swift Dzire VDI,2017,625000,34000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0,190,2000
Mahindra XUV500 W6 2WD,2014,525000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,330,1600
Tata Tigor 1.2 Revotron XZ,2018,550000,10000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,114,3500
Mahindra Bolero 2011-2019 SLX,2015,550000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,195,1400
Honda City 2017-2020 GXi,2006,200000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,12,2000
Mahindra Xylo D2,2011,350000,120000,Diesel,Individual,Manual,First Owner,13.0,2489.0,95.0,8.0,220Nm at 1400-2600 r,0
Honda City 2017-2020 GXi,2006,220000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,12,2000
Hyundai Grand i10 Sportz,2016,412000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,114,4000
Maruti Wagon R LXI Minor,2009,126000,52000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,84,3500
Maruti Swift Dzire VDI,2013,430000,63000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,190,2000
Maruti A-Star Vxi,2009,130000,90000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,90,3500
Tata Tiago 1.2 Revotron XM,2017,350000,60000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,114,3500
Maruti Alto LX,2011,220000,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,62,3000
Mahindra Bolero DI,2011,380000,80000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,180 Nm at 1440-1500r,0
Ford Figo Diesel ZXI,2010,200000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160,2000
Toyota Fortuner 4x4 MT,2015,2000000,20000,Diesel,Individual,Manual,First Owner,12.55,2982.0,168.5,7.0,343,1400
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,610000,90000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,205,1750
BMW X1 sDrive20i xLine,2016,2500000,30000,Petrol,Individual,Automatic,Second Owner,15.71,1998.0,189.0,5.0,280,1350
Maruti Swift Dzire VDI,2017,620000,61000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,190,2000
Maruti Omni Limited Edition,2013,150000,66000,Petrol,Individual,Manual,First Owner,14.7,796.0,37.0,8.0,62,2500
Datsun GO Plus Anniversary Edition,2018,450000,80000,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,7.0,104,4000
Hyundai Creta 1.6 CRDi SX Plus,2017,1150000,27000,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5.0,259.9,1900
Mahindra KUV 100 G80 K8 Dual Tone,2018,500000,60000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,115,3500
Maruti Wagon R VXI BS IV,2011,246000,139000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,90,3500
Maruti Eeco CNG 5 Seater AC BSIV,2017,400000,60000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,85,3000
Maruti 800 AC,2008,65000,10000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,59,2500
Ford Ecosport 1.5 Diesel Titanium,2016,725000,30000,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,5.0,215,1750
Hyundai Verna 1.6 SX CRDI (O) AT,2014,736000,125000,Diesel,Individual,Automatic,First Owner,22.32,1582.0,126.32,5.0,259.8,1900
Maruti Swift Dzire VDI,2018,700000,45000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190,2000
Chevrolet Spark 1.0 LT,2011,150000,30000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,90.3,4200
Maruti Alto LXi,2010,180000,80500,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,62,3000
Toyota Etios Liva VXD,2014,409999,200000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,170,1800
Mahindra Bolero 2011-2019 SLX,2013,550000,60000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195,1400
Maruti 800 AC Uniq,2004,50000,18000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,59,2500
Maruti Zen D,2006,80000,110000,Diesel,Individual,Manual,Second Owner,20.8,1527.0,58.0,5.0,789,2250
Maruti Alto LX,2005,110000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,62,3000
Honda City 2017-2020 GXi,2006,180000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,12,2000
Maruti Swift Dzire VDI,2017,605000,127000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,190,2000
Maruti Ertiga SHVS ZDI Plus,2017,800000,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,200,1750
Hyundai i20 1.4 CRDi Sportz,2011,350000,116500,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,22.4 kgm at 1750-2750r,0
Hyundai i20 Sportz 1.2,2012,300000,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,113.7,4000
Hyundai Verna Xi (Petrol),2008,160000,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599.0,103.2,5.0,14,3000
Ford Figo Diesel Titanium,2011,225000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160,2000
Audi Q7 3.0 TDI Quattro,2009,1025000,120000,Diesel,Individual,Automatic,Third Owner,12.07,2967.0,241.4,7.0,550,1750
Tata Hexa XTA,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,400,1750
Volkswagen Ameo 1.5 TDI Comfortline,2018,560000,18000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,250,1500
Maruti Vitara Brezza LDi Option,2017,650000,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,200,1750
Mahindra XUV500 W7 BSIV,2018,1150000,29000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,360,1750
Maruti Baleno Delta 1.2,2016,480000,65755,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,115,4000
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,960000,2600,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205,1750
Mahindra XUV500 AT W6 2WD,2017,1050000,46000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,330,1600
Hyundai EON Era Plus,2017,310000,15000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,74.5,4000
Maruti Swift Dzire VDI,2014,500000,60000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,190,2000
Maruti Alto K10 VXI AGS Optional,2017,350000,15500,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.1,5.0,90,3500
Honda Amaze S i-Dtech,2015,365000,120000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,200,1750
Mitsubishi Lancer 2.0 GLd,2008,165000,120000,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5.0,12,3000
Tata Spacio Gold-10/6 Str BSII,2007,100000,120000,Diesel,Individual,Manual,Third Owner,14.6,2956.0,63.0,10.0,,1000
Mahindra Bolero SLX,2007,240000,80000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,180 Nm at 1440-1500r,0
Mahindra Marazzo M2 BSIV,2019,925000,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,7.0,300,1750
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,590000,15000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,112,4000
Tata Aria Pride,2013,525000,110000,Diesel,Individual,Manual,Second Owner,13.7,2179.0,138.1,7.0,320,1700
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,720000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,200,1400
Renault Duster 110PS Diesel RxL AMT,2017,850000,50000,Diesel,Individual,Automatic,First Owner,19.6,1461.0,108.45,5.0,245,1750
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,490000,110000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8.0,290,1800
Honda Amaze S i-Dtech,2013,325000,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,200,1750
Hyundai Verna CRDi 1.6 AT SX Option,2019,1200000,20000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,5.0,259.87,1500
Mahindra Bolero 2011-2019 ZLX,2012,450000,135000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,195,1400
Tata Indigo CS LS (TDI) BS-III,2014,300000,50700,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,135,2500
Volkswagen Polo Diesel Highline 1.2L,2013,365000,70000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,180,2000
Mercedes-Benz New C-Class 200 K AT,2007,500000,120000,Petrol,Individual,Automatic,First Owner,11.7,1796.0,178.0,5.0,24,3000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,900000,112000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,200,1200
Hyundai Grand i10 1.2 CRDi Sportz,2018,700000,35000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,1750
Renault Duster 110PS Diesel RxZ,2017,880000,50000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0,245,1750
Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,700000,121000,Diesel,Individual,Manual,Third Owner,12.99,2494.0,100.6,7.0,200,1200
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009,380000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,7.0,290,1800
Toyota Corolla H2,2006,150000,90000,Petrol,Individual,Manual,Third Owner,13.4,1794.0,125.0,5.0,16,4000
Maruti Zen Estilo LXI Green (CNG),2014,235000,70000,CNG,Individual,Manual,Second Owner,26.3,998.0,67.1,5.0,90,3500
Renault KWID 1.0 RXT Optional,2018,320000,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,91,4250
